Account,2024-04-05,2024-04-08,2024-05-03,2024-04-17,2024-05-10,2024-05-15,2024-05-08,2024-05-09,2024-05-20,Total Follows
Civickey,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
vikare06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
robsaltini,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
rOpfWgElhH,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
modularmedia_,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
vinnylinghampod,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
creatine_cycle,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
barnardcollege,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
alyssachoo_,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
zed_run,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
fuul_xyz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
EMinSF,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DCGexpeditions,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
vsco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
OSFund,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
UPittPress,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LaelEstevezLuk1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LM_Braswell,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
kleinerperkins,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
timgill924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KernelCo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
EmmaBWaldron,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
s5n2gkwveT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
parisreview,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Post_Market,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
aiDotengineer,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SophieHaigney,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
concodanomics,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AnonymiceNFT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
71kXnlMcej,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
smolmodels,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
latentspacepod,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
coding_career,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
swyx,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y4g3qWEXIh,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ChundaMcCain,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
toboleum,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
micmat02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
0xRainandCoffee,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ITP_NYU,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
giphy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
oveddan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
medium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
abenzer,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
endlesssfm,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
RZJhrrSpfb,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0xMacroDAO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AriumSpaces,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
arjunnchand,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
upshothq,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
segall_max,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
d00bai,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
xanderatallah,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CosimoCapital,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
saranormous,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
openrouterai,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mustached0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
w_conviction,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
nopriorspod,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
nakamining,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
snmishra311,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
jasminervaa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
windowai_io,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GauravTdhinait,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BankofAmerica,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
redwood_neuro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
vkhosla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
positroneth,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1CH9kRIBUK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
AiDoCommenting,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Denero_Crypto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Louise_A_Allen,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Theschoolofher,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
gvamsip,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
A349ybIh64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
jAnAFYn27D,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
COTInetwork,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
linkedin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TheBTCAdviser,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
will__price,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
HermitologyLtd,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LHSummers,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Bitwarden,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
travelingenes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
JasonReitman,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
spectatorindex,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
austindotxbt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
zVecAI9QEk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
genesistrading,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
lilcherryperez,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
init4tech,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
X9fLber2fF,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
noufsmith,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
YAPGlobalTeam,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3janexyz,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
RedWave_Press,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
coinboots,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tweetsme2day,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tV8phBdLcr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mjdx31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ToucanProtocol,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
iollohealth,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
gAxOXUb1wr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GnosisChain,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
offscreen_inc,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
StorkOracle,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
bqbrady,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PypgFMBJrV,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
FireblocksHQ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
BTCBuildersPod,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
inscribe_app,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
j_fishback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
sLA5z37pIJ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AssemblyCap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
rememberlenny,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ExocoreNetwork,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
PreVeil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
weswfloyd,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ralucaadapopa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
KentonPrescott,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
senseprotocol,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
OpaqueSys,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
DinaBelenkaya,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
louis_tttt,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
EmpireDao,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TXWestCapital,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MFHoz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DJFlatWhite,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
zXCZs1OWfX,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
bchesky,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
QEDNgGT3Wu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
_ledao,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
perhapsrabbits,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
justinroiland,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DEShawGroup,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
quekz_,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
solanapoet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
madskullsnft,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PendleIntern,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
sampriti0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
nucleusgenomics,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
RBTree_,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
baalazamon,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
thisjackkaido,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
null_ish,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
OmhC0RyxZp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
d1AUaTeca5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
pfau,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
naturecomputes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
chadgibbs88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
xqtVHHVI17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
alantomusiak,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
intelai,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
neurotheory,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
wyssinstitute,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
neur_reps,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MrYinsen,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
raykurzweil,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PrimitiveMoney,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
jordaaash,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bitcoin2Africa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
dreamhack_io,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4ET7W0Xf1M,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ishverduzco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Relai_app,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ces921,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
valeryz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1VsG0jUq4Q,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
bitcoincass,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
bensig,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
obeygiant,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sora_ventures,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
breville,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
demishassabis,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Lightspark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
libredotorg,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
uscmarshall,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ccatalini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
search?q=%24MATIC&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
JasonSoraVC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GalaxyDigitalHQ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ufv8XMllqr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
jneu_net,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1616665443380658178,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
vjXmVi7aYW,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
waifugeneth,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4UK3QrrI5O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
theori_io,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
artgobblers,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DrYuYuan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Rug_ai,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tuffleuk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
StarportLabs,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
avi_eisen,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TpzjsCaW8c,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
clockwork_xyz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
lita_xyz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Eliascm17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
papaya,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
spenceraviav,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LibertyHouse_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
search?q=%24LFG&src=cashtag_click,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
b4fnPrh368,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LessFnGas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
fintechjunkie,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
claralabs,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CommendaHQ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
lcopere,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hubermanrules,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
QEDInvestors,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Uptodatenow,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
sea__jayy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
d59BF5DLFI,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
AnonAadhaar,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
teleportdomains,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
valida_vm,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Geeny616,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
UniRep_Protocol,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
search?q=%24TREE&src=cashtag_click,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NeoTokyoCode,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
search?q=%24BLOCK&src=cashtag_click,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
joel_john95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
BarterDeFi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
jarapphq,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
wolfofkalshi,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
0xSmit,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tradeparadigm,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
mmlightcap,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
7Sent_,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hashflow,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
BitgetSupport,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hey_zayi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Jim_Harper,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SynopticCom,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
search?q=%24RING&src=cashtag_click,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
WaEeKoB8pk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
catoinstitute,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7pCTSXyDWp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
healyjamesf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SummersThings,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Stripe,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
gudandevol,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KTHuniversity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
creeefs,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
thehugxyz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Pledditor,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PledTaku,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
leoburnett,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CudisWellness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
publique_world,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CriptoCapitalMX,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Erebos991,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
wen_defi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Truffle_HQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
antiprosynth,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
SxTintern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
HeiroCapital,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sPN1swJiwc,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Cesco_Sol,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
gsg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
phi_xyz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tascha_panpan,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GenesysGo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GalacticGeckoSG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AaveAave,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
blackstone,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TheEmpireDAO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
beanzofficial,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Stealth_NFTs,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0xGeninsus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TheBooMonsters,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mrink0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
dumpling_sol,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
cryptobynight,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
nftgoat,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MultiChainInc,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
interestDeFi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
jGmlqvlLla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
alexjmingolla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The0nlyWill,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TheKingdomWrld,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
y7_y00ts,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
wyatt_benno,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
StellaXYZ_,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
search?q=%24SLERF&src=cashtag_click,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
dcfgod,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
LWBGgAQNb5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
musingmadly,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
JgStS3xzyb,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
perasandell,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ape_31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
whoiskevin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
